"transcript","20200717-NSP1-HEK-1-setB","20200717-NSP1-HEK-2-setB","20200717-NSP1-HEK-3-setB","20200717-NSP2-HEK-1-setB","20200717-NSP2-HEK-2-setB","20200717-NSP2-HEK-3-setB"
"FAM131C-201",1,0,0,4,2,0
"FAM133A-201",3,3,2,6,4,1
"FAM133B-204",77,115,68,74,107,94
"FAM135A-202",67,60,43,58,73,58
"FAM135B-204",0,0,0,0,0,0
"FAM136A-201",86,115,70,115,152,105
"FAM13A-201",47,74,56,59,83,62
"FAM13B-201",71,51,43,44,47,35
"FAM13C-217",6,11,6,12,4,6
"FAM149A-201",8,20,6,7,17,14
"FAM149B1-201",14,28,12,16,21,24
"FAM151A-201",0,0,0,0,1,2
"FAM151B-201",3,4,4,2,1,6
"FAM153A-223",0,0,0,0,0,1
"FAM153B-214",0,0,0,0,0,0
"FAM153C-208",0,0,0,0,1,0
"FAM155A-201",2,0,0,0,0,1
"FAM155B-201",30,49,14,38,28,30
"FAM156A-221",0,0,0,0,0,0
"FAM156B-203",0,0,0,0,0,0
"FAM160A1-201",17,19,17,17,30,25
"FAM160A2-201",14,12,19,26,21,24
"FAM160B1-202",17,31,27,10,19,34
"FAM160B2-201",10,27,15,15,23,21
"FAM161A-203",47,45,29,59,59,38
"FAM161B-201",5,7,2,6,8,2
"FAM162A-203",31,49,37,61,69,72
"FAM162B-201",0,0,0,0,0,0
"FAM163A-201",0,0,0,0,2,0
"FAM163B-201",1,0,0,0,0,0
"FAM166A-201",0,0,0,0,0,0
"FAM166B-201",0,0,0,0,0,0
"FAM167A-201",1,1,0,2,0,1
"FAM167B-201",0,0,0,0,0,0
"FAM168A-202",40,27,31,33,42,31
"FAM168B-202",23,48,30,41,55,41
"FAM169A-201",51,82,60,97,79,95
"FAM169B-201",0,0,0,0,0,0
"FAM170A-206",0,0,0,0,2,0
"FAM170B-201",0,0,0,0,0,0
"FAM171A1-201",156,155,109,126,159,149
"FAM171A2-201",13,24,10,25,19,26
"FAM171B-201",36,45,27,59,60,50
"FAM172A-201",22,30,28,30,36,35
"FAM173A-207",9,18,7,16,29,21
"FAM173B-207",4,7,9,9,13,7
"FAM174A-201",11,12,15,21,17,13
"FAM174B-201",0,2,0,0,1,0
"FAM177A1-201",44,55,31,69,89,81
"FAM177B-204",0,1,0,0,0,0
"FAM178B-204",0,0,0,0,0,1
"FAM180A-201",0,0,0,0,0,0
"FAM180B-201",0,0,0,0,0,0
"FAM181A-201",1,1,1,1,1,2
"FAM181B-201",0,0,1,0,1,2
"FAM183A-201",0,2,0,1,0,0
"FAM184A-201",95,132,69,141,134,133
"FAM184B-201",4,4,1,7,8,6
"FAM185A-202",22,29,19,26,18,24
"FAM186A-201",0,0,0,0,0,0
"FAM186B-201",2,3,1,6,2,2
"FAM187A-202",0,0,0,0,0,0
"FAM187B-201",0,0,0,0,0,0
"FAM189A1-201",0,8,6,4,3,9
"FAM189A2-202",4,10,3,2,1,3
"FAM189B-202",94,83,93,126,124,98
"FAM192A-201",91,117,79,130,130,149
"FAM193A-202",98,150,76,137,143,114
"FAM193B-217",37,64,27,51,74,39
"FAM198A-202",4,4,2,4,1,1
"FAM198B-201",1,0,1,0,1,0
"FAM199X-202",136,148,106,193,199,158
"FAM19A1-201",0,0,0,1,0,0
"FAM19A2-201",0,0,0,0,0,0
"FAM19A3-201",0,0,0,0,0,1
"FAM19A4-201",1,0,0,0,0,0
"FAM19A5-203",0,0,0,0,0,0
"FAM200A-202",16,16,7,20,21,15
"FAM200B-223",7,9,7,9,15,9
"FAM204A-203",33,26,17,36,43,42
"FAM205A-201",3,0,1,0,0,2
"FAM205C-203",0,0,0,0,1,0
"FAM206A-201",4,10,6,8,8,10
"FAM207A-202",35,52,23,37,59,45
"FAM208A-209",241,288,178,394,343,352
"FAM208B-213",448,569,291,477,580,513
"FAM209A-201",2,0,0,0,1,0
"FAM209B-201",1,0,1,0,1,1
"FAM20A-205",0,2,0,0,0,0
"FAM20B-201",32,51,24,40,47,58
"FAM20C-201",11,9,10,10,6,13
"FAM210A-201",16,24,5,20,29,27
"FAM210B-201",15,13,12,24,29,22
"FAM214A-201",17,13,9,20,26,19
"FAM214B-203",3,4,0,3,2,1
"FAM216A-201",77,69,47,119,167,131
"FAM216B-202",0,0,0,0,0,0
"FAM217A-201",0,0,0,0,0,0
"FAM217B-201",45,31,24,27,42,41
"FAM218A-201",0,0,0,0,0,0
"FAM219A-201",4,8,5,10,11,7
"FAM219B-201",20,19,10,18,24,12
"FAM220A-201",8,5,11,7,16,16
"FAM221A-201",1,9,0,6,7,2
"FAM221B-203",1,0,0,0,0,0
"FAM222A-202",5,4,2,4,1,3
"FAM222B-209",40,48,52,47,53,37
"FAM227A-201",11,19,7,7,8,8
"FAM227B-201",2,0,0,0,0,2
"FAM228A-201",0,0,0,0,1,0
"FAM228B-210",2,4,0,0,0,3
"FAM229A-204",1,2,0,0,2,3
"FAM229B-201",1,0,0,5,5,7
"FAM234A-203",1,1,5,4,5,6
"FAM234B-201",19,31,21,29,35,39
"FAM236A-202",0,0,0,0,0,0
"FAM236B-201",0,0,0,0,0,0
"FAM236C-201",0,0,0,0,0,0
"FAM236D-201",0,0,0,0,0,0
"FAM237A-201",0,0,0,0,0,0
"FAM237B-201",0,0,0,0,0,0
"FAM240A-201",0,0,0,0,0,0
"FAM240B-201",0,0,0,0,0,0
"FAM241A-201",4,14,6,8,5,12
"FAM241B-201",0,1,1,2,1,1
"FAM243A-201",0,0,0,0,0,0
"FAM243B-201",0,0,0,0,0,0
"FAM24A-201",0,0,0,0,1,0
"FAM24B-202",0,0,0,0,0,0
"FAM25A-201",0,0,0,0,0,0
"FAM25C-201",0,0,0,0,0,0
"FAM25G-201",0,0,0,0,0,0
"FAM32A-201",38,34,36,52,69,56
"FAM3A-215",56,57,49,51,79,53
"FAM3B-201",0,0,0,0,0,0
"FAM3C-201",91,109,49,111,107,93
"FAM3D-201",0,0,0,0,0,0
"FAM43A-201",7,12,6,6,5,8
"FAM43B-201",4,3,2,0,1,0
"FAM45A-201",21,24,14,41,47,38
"FAM47A-201",0,0,0,0,0,0
"FAM47B-201",0,0,0,0,0,0
"FAM47C-201",0,0,0,0,0,0
"FAM47E-201",0,0,0,0,0,0
"FAM47E-STBD1-204",0,0,0,0,0,0
"FAM49A-201",0,1,1,0,2,0
"FAM49B-215",58,78,52,87,96,81
"FAM50A-202",225,238,165,290,294,223
"FAM50B-202",15,10,12,21,26,13
"FAM53A-201",5,5,3,2,3,2
"FAM53B-202",3,9,7,5,9,5
"FAM53C-201",26,39,24,31,46,27
"FAM57A-202",17,18,17,18,27,28
"FAM57B-202",0,0,0,0,1,0
"FAM69A-201",11,10,10,11,24,20
"FAM69B-202",57,57,51,67,88,74
"FAM69C-201",0,0,0,0,0,0
"FAM71A-201",0,0,0,0,0,1
"FAM71B-201",0,0,0,0,0,0
"FAM71C-201",0,0,0,0,0,0
"FAM71D-211",0,1,1,0,0,0
"FAM71E1-202",5,3,1,0,5,5
"FAM71E2-201",0,0,0,0,0,0
"FAM71F1-201",0,0,0,0,0,1
"FAM71F2-205",1,2,2,0,0,1
"FAM72A-202",1,1,1,0,1,3
"FAM72B-202",2,0,0,3,2,2
"FAM72C-202",1,1,0,0,0,0
"FAM72D-201",0,0,0,0,0,0
"FAM76A-204",27,33,24,26,42,32
"FAM76B-201",29,34,17,15,24,25
"FAM78A-203",8,9,7,5,8,1
"FAM78B-201",1,0,0,0,0,1
"FAM81A-201",5,4,3,11,15,10
"FAM81B-201",0,0,0,0,0,0
"FAM83A-202",1,0,0,0,0,0
"FAM83B-201",5,14,6,10,7,3
"FAM83C-201",0,0,0,1,1,0
"FAM83D-202",55,72,44,77,81,46
"FAM83E-201",0,0,0,0,0,0
"FAM83F-201",0,0,0,0,2,0
"FAM83G-202",15,32,7,18,26,23
"FAM83H-201",26,26,22,29,26,21
"FAM84A-201",0,0,1,2,1,0
"FAM84B-201",102,92,82,105,112,94
"FAM86B1-203",1,0,0,0,0,0
"FAM86B2-201",0,0,0,2,1,1
"FAM86C1-203",9,4,4,6,8,3
"FAM89A-201",10,11,5,20,16,13
"FAM89B-203",5,8,4,6,2,5
"FAM8A1-201",60,92,58,77,97,85
"FAM90A1-203",0,0,0,2,0,0
"FAM90A26-201",0,0,0,0,0,1
"FAM91A1-201",100,92,71,90,128,107
"FAM92A-206",36,39,20,40,55,33
"FAM92B-201",0,0,0,0,0,0
"FAM95C-205",1,6,2,2,1,2
"FAM98A-201",61,75,44,72,93,77
"FAM98B-202",58,77,32,99,82,104
"FAM98C-201",6,10,4,4,10,10
"FAM9A-202",0,0,0,0,0,0
"FAM9B-201",0,0,0,0,0,0
"FAM9C-201",0,0,0,0,0,0
"FAN1-201",34,30,22,35,57,36
"FANCA-202",84,111,52,133,125,112
"FANCB-202",33,40,19,34,41,40
"FANCC-201",23,26,16,17,33,18
"FANCD2-201",215,279,146,256,305,259
"FANCD2OS-204",0,1,0,0,0,0
"FANCE-201",53,53,30,47,67,77
"FANCF-201",1,1,3,2,0,2
"FANCG-201",28,19,21,37,40,43
"FANCI-201",231,213,150,261,347,346
"FANCL-201",28,20,17,36,46,35
"FANCM-201",71,88,52,82,89,92
"FANK1-203",0,3,0,1,1,0
"FAP-201",0,0,0,0,0,0
"FAR1-201",111,154,95,127,166,109
"FAR2-202",18,20,15,30,65,39
"FARP1-201",57,82,52,80,107,85
"FARP2-201",68,75,52,73,99,74
"FARS2-202",21,16,29,29,29,27
"FARSA-201",234,295,215,340,421,326
"FARSB-201",155,243,145,242,335,279
"FAS-204",9,14,6,11,12,5
"FASLG-202",0,0,0,0,0,0
"FASN-201",1342,1591,1128,1675,1906,1590
"FASTK-201",34,23,23,27,31,16
"FASTKD1-204",33,44,31,50,35,51
"FASTKD2-201",32,48,29,57,71,56
"FASTKD3-201",15,16,13,18,24,20
"FASTKD5-201",41,52,41,67,55,37
"FAT1-201",493,526,316,530,594,549
"FAT2-201",1,1,2,1,4,3
"FAT3-201",107,136,73,119,146,127
"FAT4-202",98,88,73,77,119,80
"FATE1-201",0,0,0,0,0,0
"FAU-207",510,641,404,738,932,798
"FAXC-201",18,38,21,29,28,17
"FAXDC2-201",2,4,4,4,2,0
"FBF1-212",37,43,19,50,40,54
"FBH1-202",116,126,87,124,157,107
"FBL-201",233,258,163,322,439,373
"FBLIM1-202",9,4,7,4,10,3
"FBLL1-201",1,2,1,0,0,3
"FBLN1-202",63,85,47,114,141,130
"FBLN2-201",10,2,8,7,10,2
"FBLN5-202",12,7,2,10,25,13
"FBLN7-202",2,0,1,0,0,0
"FBN1-201",54,36,32,42,68,45
"FBN2-204",204,228,123,230,322,270
"FBN3-205",1,1,0,1,4,1
"FBP1-203",2,0,1,1,0,0
"FBP2-201",0,0,0,0,1,1
"FBRS-202",188,257,161,245,287,212
"FBRSL1-201",191,205,130,204,245,215
"FBXL12-201",9,14,8,24,26,18
"FBXL13-201",0,1,1,1,0,0
"FBXL14-201",43,60,24,45,60,43
"FBXL15-201",12,11,11,26,22,10
"FBXL16-202",0,0,0,0,0,1
"FBXL17-205",14,16,9,25,14,8
"FBXL18-201",29,29,13,23,27,23
"FBXL19-202",86,100,78,106,132,96
"FBXL2-216",7,5,6,10,11,14
"FBXL20-201",17,25,19,35,33,17
"FBXL22-201",0,0,0,0,0,0
"FBXL3-201",56,59,59,56,83,55
"FBXL4-202",11,20,14,25,34,30
"FBXL5-201",27,48,38,48,51,42
"FBXL6-201",14,15,9,10,16,16
"FBXL7-202",1,3,2,2,4,2
"FBXL8-201",2,8,5,2,5,3
"FBXO10-202",29,35,17,40,49,23
"FBXO11-201",112,147,109,169,157,166
"FBXO15-201",0,0,0,0,1,0
"FBXO16-202",6,16,10,5,8,5
"FBXO17-201",14,18,8,8,17,12
"FBXO2-201",3,1,1,1,1,0
"FBXO21-201",107,112,76,123,132,115
"FBXO22-201",49,57,33,64,90,49
"FBXO24-201",2,2,1,2,1,0
"FBXO25-204",15,16,15,17,25,19
"FBXO27-201",3,1,0,0,2,0
"FBXO28-201",37,79,46,39,73,71
"FBXO3-201",44,65,25,57,69,52
"FBXO30-201",64,89,64,79,69,81
"FBXO31-201",26,27,17,25,32,26
"FBXO32-203",15,14,7,16,20,9
"FBXO33-201",28,22,18,27,35,25
"FBXO34-201",33,48,34,38,52,45
"FBXO36-201",4,0,1,0,1,1
"FBXO38-203",76,112,58,116,127,94
"FBXO39-201",0,0,0,0,1,1
"FBXO4-201",19,20,12,16,26,16
"FBXO40-201",0,0,0,0,1,1
"FBXO41-205",9,14,11,9,16,11
"FBXO42-201",35,29,21,30,35,38
"FBXO43-201",3,3,1,0,1,2
"FBXO44-206",16,9,7,8,17,11
"FBXO45-201",29,35,27,59,37,31
"FBXO46-201",48,45,22,42,54,54
"FBXO47-201",0,0,0,0,0,0
"FBXO48-201",1,1,1,2,2,0
"FBXO5-201",114,152,86,151,175,137
"FBXO6-201",3,0,0,1,1,4
"FBXO7-201",109,154,70,126,149,155
"FBXO8-201",9,11,6,14,11,11
"FBXO9-202",92,93,61,85,96,97
"FBXW10-203",1,0,1,1,0,2
"FBXW11-201",50,70,51,55,85,88
"FBXW12-201",1,1,0,1,3,0
"FBXW2-205",51,54,37,71,67,64
"FBXW4-201",20,23,14,22,25,16
"FBXW5-201",80,64,48,76,101,117
"FBXW7-201",37,54,23,34,47,35
"FBXW8-201",33,27,26,30,31,28
"FBXW9-201",12,9,6,12,16,21
"FCAMR-203",0,1,0,0,0,0
"FCAR-203",0,0,0,0,0,0
"FCER1A-202",0,0,0,0,0,0
"FCER1G-201",0,0,0,0,0,0
"FCER2-201",0,0,0,0,0,0
"FCF1-201",34,38,22,33,48,33
"FCGR1A-201",0,0,0,0,0,0
"FCGR1B-210",0,0,0,0,0,0
"FCGR2A-202",0,0,0,0,0,0
"FCGR2B-202",0,0,0,0,0,0
"FCGR3A-208",0,0,0,0,0,0
"FCGR3B-201",0,0,0,0,0,0
"FCGRT-201",1,9,7,12,15,9
"FCHO1-216",14,9,6,14,15,14
"FCHO2-202",24,28,22,30,44,37
"FCHSD1-201",13,10,12,14,19,8
"FCHSD2-204",48,67,40,64,74,50
"FCMR-201",0,0,0,0,1,2
"FCN1-201",0,0,0,0,0,0
"FCN2-201",0,0,0,0,0,1
"FCN3-201",0,0,1,0,0,0
"FCRL1-203",0,1,0,0,0,0
"FCRL2-201",0,0,0,0,0,0
"FCRL3-201",1,0,0,0,0,0
"FCRL4-201",0,0,0,0,0,1
"FCRL5-201",0,0,0,2,0,0
"FCRL6-203",0,0,1,0,0,0
"FCRLA-201",0,0,0,0,0,0
"FCRLB-205",2,2,1,3,4,1
"FDCSP-201",0,0,0,0,0,0
"FDFT1-224",201,247,186,236,293,266
"FDPS-201",246,295,189,422,469,408
"FDX1-201",26,22,19,37,60,50
"FDX2-202",3,4,1,4,1,2
"FDXACB1-201",2,5,3,3,9,3
"FDXR-201",19,13,8,30,19,20
"FECH-201",27,24,34,45,52,44
"FEM1A-201",70,103,64,60,101,74
"FEM1B-201",119,117,80,113,115,121
"FEM1C-201",35,45,28,23,30,35
"FEN1-201",143,172,112,192,196,158
"FER-201",30,28,21,36,50,40
"FER1L5-206",0,1,1,1,0,1
"FER1L6-201",1,5,2,1,1,1
"FERD3L-201",0,0,0,0,0,0
"FERMT1-201",6,11,6,12,8,8
"FERMT2-203",152,151,108,157,172,189
"FERMT3-202",3,2,1,3,1,2
"FES-201",0,0,2,1,1,0
"FETUB-201",0,0,0,0,0,0
"FEV-201",0,0,0,0,0,0
"FEZ1-217",10,10,10,19,20,13
"FEZ2-203",31,34,35,56,61,60
"FEZF1-203",0,0,0,0,0,0
"FEZF2-201",0,0,0,1,0,1
"FFAR1-201",0,0,0,0,0,0
"FFAR2-202",0,0,0,0,0,0
"FFAR3-201",0,0,0,0,0,0
"FFAR4-201",0,0,0,0,0,0
"FGA-201",0,0,0,0,0,0
"FGB-201",0,0,0,1,0,0
"FGD1-201",85,84,61,107,115,89
"FGD2-201",0,0,0,0,1,0
"FGD3-202",4,0,1,3,10,3
"FGD4-202",8,6,8,3,6,6
"FGD5-201",2,4,2,10,5,8
"FGD6-201",22,42,25,26,34,25
"FGF1-216",0,0,0,0,0,0
"FGF10-201",1,0,1,0,0,1
"FGF11-201",3,2,2,4,2,0
"FGF12-207",1,1,1,4,3,1
"FGF13-202",14,25,14,32,16,28
"FGF14-202",0,0,0,0,0,0
"FGF16-201",0,0,0,0,0,0
"FGF17-201",0,0,0,0,1,1
"FGF18-201",6,1,0,0,1,1
"FGF19-201",0,0,0,0,0,0
"FGF2-204",9,13,2,9,9,4
"FGF20-201",0,0,0,0,0,1
"FGF21-202",0,0,0,0,0,1
"FGF22-201",0,1,1,0,0,0
"FGF23-201",0,0,0,0,0,0
"FGF3-201",0,0,0,0,0,0
"FGF4-201",0,0,0,0,1,0
"FGF5-201",0,1,0,2,3,0
"FGF6-201",0,0,0,1,0,0
"FGF7-201",3,1,0,3,5,3
"FGF8-201",0,0,1,0,0,0
"FGF9-201",6,6,8,5,3,0
"FGFBP1-201",0,0,0,0,0,1
"FGFBP2-201",0,1,0,0,0,0
"FGFBP3-201",2,2,3,7,1,6
"FGFR1-214",77,106,75,101,124,107
"FGFR1OP-202",61,82,38,74,87,83
"FGFR1OP2-201",50,66,30,45,64,48
"FGFR2-215",37,43,30,64,63,40
"FGFR3-205",116,120,73,110,121,124
"FGFR4-201",32,29,21,45,43,36
"FGFRL1-202",56,75,32,83,111,68
"FGG-203",0,0,0,1,0,0
"FGGY-201",3,8,3,5,4,3
"FGL1-204",0,0,0,0,0,0
"FGL2-201",0,0,1,1,0,0
"FGR-203",0,1,0,0,0,0
"FH-201",87,129,88,164,210,142
"FHAD1-202",11,5,3,14,6,12
"FHDC1-202",3,3,5,13,6,7
"FHIT-204",0,4,1,5,2,2
"FHL1-218",59,102,56,128,142,98
"FHL2-208",9,14,13,23,20,13
"FHL3-201",6,8,5,12,20,7
"FHL5-201",2,2,0,0,1,2
"FHOD1-201",74,89,64,106,119,119
"FHOD3-201",47,46,30,62,80,69
"FIBCD1-202",0,0,0,1,0,0
"FIBIN-201",0,0,0,0,1,0
"FIBP-202",34,22,24,55,66,49
"FICD-204",3,2,5,2,2,9
"FIG4-201",19,29,21,36,60,58
"FIGLA-201",0,0,0,0,0,0
"FIGN-201",38,25,24,25,31,33
"FIGNL1-203",96,88,61,108,106,89
"FIGNL2-202",1,1,0,0,2,0
"FILIP1-201",2,6,3,4,8,6
"FILIP1L-202",3,1,3,3,10,11
"FIP1L1-202",129,118,78,158,183,165
"FIS1-201",49,42,32,40,57,45
"FITM1-201",0,0,0,2,0,1
"FITM2-201",3,4,2,12,8,9
"FIZ1-201",8,5,4,5,1,5
"FJX1-201",10,16,11,9,21,14
"FKBP10-201",258,301,232,365,438,362
"FKBP11-208",2,6,6,8,7,3
"FKBP14-201",13,10,7,18,31,20
"FKBP15-201",139,149,110,140,166,111
"FKBP1A-204",7,11,4,25,16,16
"FKBP1B-201",2,1,4,8,2,0
"FKBP1C-201",0,0,0,0,0,0
"FKBP2-202",9,18,5,15,20,15
"FKBP3-201",128,137,105,201,246,174
"FKBP4-201",816,900,662,1148,1213,977
"FKBP5-202",181,202,135,280,341,235
"FKBP6-201",0,0,1,0,0,0
"FKBP7-204",7,9,7,11,15,17
"FKBP8-213",112,127,82,198,267,195
"FKBP9-201",25,37,18,37,45,45
"FKBPL-201",13,16,9,7,17,5
"FKRP-201",18,14,10,13,10,8
"FKTN-201",8,11,11,19,16,13
"FLAD1-203",62,74,34,77,77,74
"FLCN-201",20,20,9,16,20,9
"FLG-201",0,0,0,1,0,1
"FLG2-201",1,0,0,0,0,1
"FLI1-205",8,7,2,9,17,12
"FLII-201",260,289,168,371,414,340
"FLNA-202",868,1024,725,1517,1759,1402
"FLNB-201",157,175,97,234,239,244
"FLNC-202",150,192,133,317,327,288
"FLOT1-201",114,149,99,170,212,165
"FLOT2-202",81,66,74,134,135,114
"FLRT1-201",2,1,4,5,7,6
"FLRT2-201",4,12,8,9,10,9
"FLRT3-202",5,14,10,8,11,11
"FLT1-201",22,25,20,50,61,49
"FLT3-201",0,1,0,1,4,1
"FLT3LG-203",0,0,0,0,0,0
"FLT4-201",122,104,83,143,174,136
"FLVCR1-201",36,41,41,51,57,33
"FLVCR2-201",1,0,0,2,1,2
"FLYWCH1-203",29,41,20,51,49,44
"FLYWCH2-202",14,14,12,17,30,24
"FMC1-201",4,4,2,2,5,3
"FMN1-202",2,1,0,3,3,2
"FMN2-201",31,45,27,43,54,38
"FMNL1-202",9,2,2,10,10,3
"FMNL2-201",96,91,56,92,131,103
"FMNL3-201",32,33,36,27,37,42
"FMO1-201",0,0,0,1,0,1
"FMO2-201",0,1,0,0,0,0
"FMO3-201",0,0,0,0,0,0
"FMO4-201",4,0,1,0,8,10
"FMO5-201",0,1,1,2,4,3
"FMOD-201",0,0,0,0,0,0
"FMR1-205",215,274,136,240,287,270
"FMR1NB-201",1,0,0,0,0,0
"FN1-205",66,91,49,133,151,136
"FN3K-201",2,3,0,1,0,1
"FN3KRP-201",22,23,15,19,19,15
"FNBP1-204",85,83,46,107,118,81
"FNBP1L-201",94,87,41,97,98,90
"FNBP4-201",261,312,166,295,355,275
"FNDC1-201",4,5,2,10,8,12
"FNDC10-201",3,2,1,3,7,6
"FNDC11-204",0,0,0,0,0,0
"FNDC3A-202",91,101,79,123,124,135
"FNDC3B-201",69,78,37,98,108,90
"FNDC4-201",1,1,1,3,4,1
"FNDC5-205",0,3,2,3,2,1
"FNDC7-201",3,1,0,0,0,0
"FNDC8-201",2,1,0,0,1,1
"FNDC9-201",0,0,0,0,0,0
"FNIP1-203",37,58,43,47,81,59
"FNIP2-201",36,55,43,49,62,43
"FNTA-201",50,38,29,34,58,55
"FNTB-201",3,3,1,0,0,0
"FO393400.1-202",0,0,0,0,0,0
"FO681492.1-201",1,5,0,0,1,4
"FOCAD-202",52,59,59,95,104,86
"FOLH1-201",0,4,0,1,6,0
"FOLR1-203",0,0,0,0,0,0
"FOLR2-201",0,0,0,0,0,0
"FOLR3-204",0,0,0,0,0,1
"FOPNL-201",18,13,8,2,20,10
"FOS-201",2,2,0,10,9,19
"FOSB-201",1,1,3,4,8,4
"FOSL1-201",5,5,2,4,5,5
"FOSL2-201",4,2,1,5,8,7
"FOXA1-201",21,23,18,11,21,7
"FOXA2-201",1,1,0,0,0,0
"FOXA3-201",2,0,0,0,0,2
"FOXB1-201",3,7,4,3,8,7
"FOXB2-201",3,2,1,0,6,1
"FOXC1-201",282,382,192,233,321,249
"FOXC2-202",3,1,2,2,0,2
"FOXD1-202",36,17,23,22,22,40
"FOXD2-201",2,7,4,4,7,4
"FOXD3-201",9,12,5,2,6,1
"FOXD4-201",4,0,0,0,1,0
"FOXD4L1-201",0,0,0,0,0,0
"FOXD4L3-201",0,0,0,0,0,0
"FOXD4L4-201",0,0,0,0,0,0
"FOXD4L5-201",0,0,0,0,0,0
"FOXD4L6-201",0,0,0,0,0,0
"FOXE1-201",1,1,0,4,1,0
"FOXE3-201",2,0,0,1,1,0
"FOXF1-201",19,26,15,22,19,22
"FOXF2-202",49,50,35,47,52,42
"FOXG1-201",57,91,31,30,61,31
"FOXH1-201",0,0,1,0,0,0
"FOXI1-201",0,0,0,0,0,0
"FOXI2-201",0,0,0,0,0,0
"FOXI3-201",25,18,8,8,12,17
"FOXJ1-201",0,2,2,0,2,0
"FOXJ2-201",21,41,12,23,22,18
"FOXJ3-204",119,102,105,132,163,145
"FOXK1-201",94,114,75,91,126,96
"FOXK2-201",214,223,147,207,208,221
"FOXL1-201",1,1,2,2,3,0
"FOXL2-201",0,0,0,0,0,0
"FOXL2NB-201",0,0,0,0,0,0
"FOXM1-201",275,282,162,218,335,261
"FOXN1-201",0,0,0,0,0,1
"FOXN2-201",29,26,15,27,29,30
"FOXN3-214",39,47,27,51,64,42
"FOXN4-201",8,8,3,17,11,10
"FOXO1-201",33,43,18,20,27,29
"FOXO3-202",100,120,75,102,117,85
"FOXO4-202",15,16,9,22,35,21
"FOXP1-202",0,0,0,0,0,0
"FOXP2-207",22,45,42,41,51,29
"FOXP3-203",1,1,0,0,3,3
"FOXP4-204",69,63,41,72,80,71
"FOXQ1-201",5,1,0,0,0,0
"FOXR1-201",0,0,0,0,0,0
"FOXR2-201",0,0,0,0,0,0
"FOXRED1-201",40,45,29,52,56,39
"FOXRED2-204",128,117,83,124,145,117
"FOXS1-201",0,0,0,0,0,0
"FP565260.1-201",2,3,4,2,2,6
"FP565260.2-201",0,0,0,0,0,0
"FP565260.3-201",0,0,0,0,0,0
"FP565260.4-201",0,0,0,0,0,0
"FP565260.6-201",0,0,0,0,0,0
"FPGS-203",39,59,27,50,67,48
"FPGT-202",11,23,6,17,11,11
"FPGT-TNNI3K-206",0,0,0,0,0,0
"FPR1-203",0,0,0,0,0,0
"FPR2-202",0,0,0,0,0,0
"FPR3-201",0,0,0,0,0,0
"FRA10AC1-201",41,68,24,54,91,84
"FRAS1-207",90,90,57,120,140,120
"FRAT1-201",1,1,2,1,3,1
"FRAT2-201",14,9,7,5,7,9
"FREM1-204",3,3,2,3,3,4
"FREM2-201",54,82,47,71,69,85
"FREM3-201",0,0,1,1,1,0
"FRG1-201",34,42,37,61,78,67
"FRG2-201",0,0,0,0,0,0
"FRG2B-201",0,0,0,0,0,0
"FRG2C-201",0,0,0,0,0,0
"FRK-201",2,3,4,6,3,5
"FRMD1-211",0,0,1,0,1,1
"FRMD3-201",3,2,7,1,7,3
"FRMD4A-203",26,25,15,40,23,27
"FRMD4B-201",18,18,16,19,25,21
"FRMD5-202",9,11,4,17,9,7
"FRMD6-203",28,14,17,25,30,27
"FRMD7-201",0,0,0,0,0,0
"FRMD8-201",19,13,13,15,20,8
"FRMPD1-203",10,6,6,5,8,5
"FRMPD2-202",1,4,1,1,1,0
"FRMPD3-201",12,6,5,8,9,13
"FRMPD4-201",0,2,2,1,3,0
"FRRS1-205",18,25,16,20,32,28
"FRRS1L-201",1,1,1,1,1,1
"FRS2-209",37,45,24,32,48,36
"FRS3-202",8,9,2,8,4,15
"FRY-210",10,6,9,14,25,12
"FRYL-202",97,148,82,142,132,151
"FRZB-201",0,0,0,0,0,0
"FSBP-203",0,0,0,0,0,0
"FSCB-201",0,0,0,0,0,0
"FSCN1-201",92,107,74,137,145,132
"FSCN2-202",1,0,1,0,1,0
"FSCN3-201",1,1,0,1,0,0
"FSD1-201",11,23,14,39,29,28
"FSD1L-207",6,9,0,5,7,2
"FSD2-201",2,1,1,0,0,0
"FSHB-202",0,0,0,0,0,0
"FSHR-202",0,0,0,0,1,0
"FSIP1-201",1,6,1,2,2,3
"FSIP2-202",13,11,5,10,8,9
"FST-201",5,1,0,1,4,3
"FSTL1-201",63,83,44,81,102,84
"FSTL3-201",0,2,8,13,13,2
"FSTL4-201",0,3,0,1,5,3
"FSTL5-201",2,3,1,4,3,5
"FTCD-201",0,0,0,0,0,0
"FTCDNL1-203",0,0,0,1,1,2
"FTH1-201",253,297,202,474,598,427
"FTHL17-201",0,0,0,0,0,0
"FTL-201",56,68,50,93,114,103
"FTMT-201",0,0,0,1,0,0
"FTO-206",66,69,48,85,87,75
"FTSJ1-202",38,47,20,36,55,51
"FTSJ3-201",370,435,309,378,527,392
"FUBP1-203",473,582,381,550,689,523
"FUBP3-201",139,149,112,175,214,177
"FUCA1-201",14,24,12,34,26,28
"FUCA2-201",61,85,47,111,93,117
"FUK-201",7,7,7,9,9,11
"FUNDC1-201",25,33,17,37,60,39
"FUNDC2-201",51,81,44,98,112,84
"FUOM-201",16,21,6,25,28,18
"FURIN-207",49,51,48,82,84,80
"FUS-201",453,499,333,547,643,536
